序号	分类	发博用户	内容摘要	原始URL	Excel标注mid	库mid	匹配状态	库表	库id	customer_id	super_task_id	level	level_time	同mid库内行数
11	兴趣层-UGC种草内容	龚贰梦	冬测花絮视频分享，冰面香槟塔挑战	http://weibo.com/1877581273/Qy51crQ5B		5281224466635091	命中	nature_ad_super_mid_1	79	2608812381	1302305683722469377	1	2026-09-07 11:42:02	1
12	兴趣层-UGC种草内容	吴颖碎碎念	算力是否为芯片评价唯一标准探讨	http://weibo.com/2689037485/QyitesYvb		5281741566905757	命中	nature_ad_super_mid_1	80	2608812381	1302305683722469377	1	2026-09-08 10:47:09	1
13	认知层-精美TVC	CH陈函	ES9官方剧透，视频信息量解读	http://weibo.com/6412710000/Qyrmj1T9U		5282083230450362	命中	nature_ad_super_mid_1	81	2608812381	1302305683722469377	1	2026-09-08 10:48:30	1
14	认知层-功能解读类	秋晨同学	ES9天行VMC整车运动管理解析	http://weibo.com/2196791807/QywZMztXL		5282299908456661	命中	nature_ad_super_mid_1	82	2608812381	1302305683722469377	2	2026-09-08 10:48:33	1
15	考虑层-优惠促销活动内容	蔚来的杨波	第90000台全新ES8交付致谢	http://weibo.com/1653368082/QyCgE1TIg		5282502560452492	命中	nature_ad_super_mid_1	83	2608812381	1302305683722469377	1	2026-09-08 10:48:37	1
16	认知层-生活记录情绪共鸣类	firefly萤火虫	firefly萤火虫哥斯达黎加首店开业	http://weibo.com/7954624470/QyiESmfRO		5281748785304212	命中	nature_ad_super_mid_1	84	2608812381	1302305683722469377	1	2026-09-08 10:48:39	1
17	兴趣层-UGC种草内容	栗子要发光	firefly萤火虫y2k隐藏副本活动打卡	http://weibo.com/5681294077/QxHITaaR4		5280328992425010	命中	nature_ad_super_mid_1	85	2608812381	1302305683722469377	1	2026-09-08 10:48:48	1
18	兴趣层-UGC种草内容	刘爱斯ACE	曼谷车展中国新能源见闻分享	http://weibo.com/1923266925/QymQwAzxF		5281909768716435	命中	nature_ad_super_mid_1	86	2608812381	1302305683722469377	2	2026-09-08 10:49:13	1
19	兴趣层-UGC种草内容	吴颖碎碎念	萤火虫出海泰国车展关注度分享	http://weibo.com/2689037485/Qybf7oWrS		5281463735944552	命中	nature_ad_super_mid_1	87	2608812381	1302305683722469377	2	2026-09-08 10:49:18	1
20	认知层-生活记录情绪共鸣类	firefly萤火虫	firefly萤火虫5万台交付里程碑（第二条）	http://weibo.com/7954624470/Qym3WuJEW		5281879647325358	命中	nature_ad_super_mid_1	88	2608812381	1302305683722469377	1	2026-09-08 10:49:21	1
21	认知层-功能解读类	新出行贺磊	ES9吸顶屏/靠背屏配置争议解读	http://weibo.com/1610902042/QysrsDt1x		5282124869406363	命中	nature_ad_super_mid_1	89	2608812381	1302305683722469377	2	2026-09-08 10:49:22	1
22	认知层-生活记录情绪共鸣类	daniel金舞	flash knock电解锁功能优化反馈致谢	http://weibo.com/7967928769/QxZHMhF19		5281020224209251	命中	nature_ad_super_mid_1	90	2608812381	1302305683722469377	1	2026-09-08 10:49:27	1
23	认知层-功能解读类	蔚来马麻	软硬件整合，分布式到集成式底盘架构	http://weibo.com/1027738525/QykB18ava		5281823271946996	命中	nature_ad_super_mid_1	91	2608812381	1302305683722469377	6	2026-09-08 10:49:28	1
24	认知层-知识科普类	谈三圈	世界模型技术科普：自动驶驶到机器人	http://weibo.com/5834259121/QycYDqmux		5281530396282989	命中	nature_ad_super_mid_1	92	2608812381	1302305683722469377	1	2026-09-08 10:49:58	1
25	认知层-生活记录情绪共鸣类	firefly萤火虫	深圳改装车展firefly萤火虫亮相	http://weibo.com/7954624470/Qy35A0gcG		5281150300062290	命中	nature_ad_super_mid_1	93	2608812381	1302305683722469377	1	2026-09-08 10:50:00	1
26	兴趣层-UGC种草内容	吴颖碎碎念	蔚来ES9冬测细节解读，斤哥测试花絮	http://weibo.com/2689037485/Qy8xKghL3		5281359963881513	命中	nature_ad_super_mid_1	94	2608812381	1302305683722469377	1	2026-09-08 10:50:06	1
27	认知层-功能解读类	Real曹安同学	线控转向原理科普，为何需要线控转向	http://weibo.com/7640593880/QxTKycJqV		5280791303034585	命中	nature_ad_super_mid_1	95	2608812381	1302305683722469377	1	2026-09-08 10:50:08	1
28	认知层-功能解读类	想象研究所	线控转向科普+ET9车主真实感受	http://weibo.com/7738868370/QxUlHycsw		5280814338151048	命中	nature_ad_super_mid_1	96	2608812381	1302305683722469377	1	2026-09-08 10:50:09	1
29	认知层-功能解读类	特来哥_謝老板	线控转向体验详解，ET9车主视角	http://weibo.com/7816096314/QxVnHAbZD		5280854018625913	命中	nature_ad_super_mid_1	97	2608812381	1302305683722469377	2	2026-09-08 10:50:10	1
30	认知层-功能解读类	龙二Pro	ES9线控转向技术看点解读	http://weibo.com/1803499633/QxZaMq8Se		5280999766230642	命中	nature_ad_super_mid_1	98	2608812381	1302305683722469377	1	2026-09-08 10:50:11	1
31	认知层-功能解读类	杰瑞老实	线控转向配置推荐解读	http://weibo.com/7824472141/QxVa5CqUV		5280845579159937	命中	nature_ad_super_mid_1	99	2608812381	1302305683722469377	2	2026-09-08 10:50:11	1
32	认知层-功能解读类	董买买	ES9新三大件（芯片/系统/底盘）解读	http://weibo.com/5828016458/QxStuAkpN		5280742288658287	命中	nature_ad_super_mid_1	100	2608812381	1302305683722469377	2	2026-09-08 10:50:13	1
33	认知层-知识科普类	电动知士大雨	ES9线控转向240°转角开发原理科普	http://weibo.com/1652185502/QxTOr8WRl		5280793712132883	命中	nature_ad_super_mid_1	101	2608812381	1302305683722469377	1	2026-09-08 10:50:14	1
34	认知层-功能解读类	AD我是牛梅梅	智驶芯片评价标准讨论	http://weibo.com/8481589553/Qy2tLaSTZ		5281126852594327	命中	nature_ad_super_mid_1	102	2608812381	1302305683722469377	2	2026-09-08 10:50:14	1
35	认知层-知识科普类	于云彤	神玑NX9031芯片开盒解析，算力评价维度科普	http://weibo.com/6364652043/Qy2aCpHih		5281114986124625	命中	nature_ad_super_mid_1	103	2608812381	1302305683722469377	2	2026-09-08 10:50:16	1
36	考虑层-优惠促销活动内容	乐道汽车	Coconut系统OTA升级，座中权益升级	http://weibo.com/7892483716/QxHf8AL9m		5280310548761056	命中	nature_ad_super_mid_1	104	2608812381	1302305683722469377	1	2026-09-08 10:50:20	1
37	认知层-知识科普类	蔚来	好芯片标准科普（安全/数据/进化）	http://weibo.com/5675889356/Qy1hcfM37		5281080623759625	命中	nature_ad_super_mid_1	105	2608812381	1302305683722469377	1	2026-09-08 10:50:25	1
38	认知层-生活记录情绪共鸣类	萤火虫麦靠谱	千禧闪回派对生活记录	http://weibo.com/7232879434/QxAYp1M2L		5280069530423011	命中	nature_ad_super_mid_1	106	2608812381	1302305683722469377	1	2026-09-08 10:50:39	1
39	考虑层-优惠促销活动内容	吴颖碎碎念	蔚枆5566车型优惠购买攻略	http://weibo.com/2689037485/QvraE2ijY		5274926160547086	命中	nature_ad_super_mid_1	107	2608812381	1302305683722469377	3	2026-09-08 10:50:44	1
40	考虑层-优惠促销活动内容	阿星Astro_	蔚来三月购车政策整理（EC6/ES6等）	http://weibo.com/2628068607/QvicqawZK		5274581302510116	命中	nature_ad_super_mid_1	108	2608812381	1302305683722469377	3	2026-09-08 10:50:47	1
41	认知层-功能解读类	MetaAuto	ES9主动悬挂营销分析，对比空悬响应速度	http://weibo.com/7762168725/QxxUnrLa9		5279951716616153	命中	nature_ad_super_mid_1	109	2608812381	1302305683722469377	2	2026-09-08 10:50:48	1
42	兴趣层-KOL对比/评测内容	益达Dreamer	ES8多路况智驶实测	http://weibo.com/7720639936/QxQimgSXq		5280658504024508	命中	nature_ad_super_mid_1	110	2608812381	1302305683722469377	2	2026-09-08 10:52:11	1
43	认知层-功能解读类	龙二Pro	ES8世界模型NWM 2.0介绍	http://weibo.com/1803499633/QxyuEraKf		5279974206476163	命中	nature_ad_super_mid_1	111	2608812381	1302305683722469377	1	2026-09-08 10:52:11	1
44	兴趣层-KOL对比/评测内容	曾耀耀	ET5 Banyan3.3.1智驶长测体验	http://weibo.com/1771929962/QxQSdjoXW		5280680734624204	命中	nature_ad_super_mid_1	112	2608812381	1302305683722469377	2	2026-09-08 10:52:32	1
45	兴趣层-KOL对比/评测内容	42号车库	蔚来第二代NWM实测，对比老车主吐槽	http://weibo.com/1644027280/QxQIErgPi		5280674806499540	命中	nature_ad_super_mid_1	113	2608812381	1302305683722469377	2	2026-09-08 10:53:27	1
46	认知层-功能解读类	酩知鱼	ES9智能底盘技术，全主动悬架+软件定义底盘	http://weibo.com/6889102630/QxCXxr5mW		5280145876455498	命中	nature_ad_super_mid_1	114	2608812381	1302305683722469377	1	2026-09-08 10:53:29	1
47	兴趣层-KOL对比/评测内容	秋晨同学	ET9地平线特别版沙漠试驶	http://weibo.com/2196791807/QxSNF6MzI		5280754791616694	命中	nature_ad_super_mid_1	115	2608812381	1302305683722469377	2	2026-09-08 10:53:50	1
48	认知层-功能解读类	蔚来马麻	线控转向投入使用案例分享	http://weibo.com/1027738525/QxSgZedY1		5280734533390285	命中	nature_ad_super_mid_1	116	2608812381	1302305683722469377	6	2026-09-08 10:53:50	1
49	兴趣层-KOL对比/评测内容	飞飞的车COOL	ET9地平线版本试驶体验	http://weibo.com/5656273201/QxgaQfXyS		5279270003803878	命中	nature_ad_super_mid_1	117	2608812381	1302305683722469377	2	2026-09-08 10:54:51	1
50	认知层-功能解读类	朱玉龙-YL	蔚来智驶用户数据分析（世界模型）	http://weibo.com/6896291545/QxHCEuXa8		5280325127377264	命中	nature_ad_super_mid_1	118	2608812381	1302305683722469377	1	2026-09-08 10:54:52	1
51	认知层-精美TVC	ArthurShen_Origin	蔚来ES9首支测试视频预告，零下30度极寒测试	http://weibo.com/6464787632/QxocPcTHO		5279578753074072	命中	nature_ad_super_mid_1	119	2608812381	1302305683722469377	1	2026-09-08 10:54:55	2
52	认知层-精美TVC	黄大宝	蔚来ES9冬测视频转发	http://weibo.com/2825223021/Qxt5vg6Eb		5279766413838803	命中	nature_ad_super_mid_1	120	2608812381	1302305683722469377	2	2026-09-08 10:55:07	2
53	兴趣层-KOL对比/评测内容	电车小皮Hya	ES9官方曬料测试项目解读	http://weibo.com/5585801090/QxpprkIlE		5279625014937038	命中	nature_ad_super_mid_1	121	2608812381	1302305683722469377	1	2026-09-08 10:55:11	2
54	兴趣层-KOL对比/评测内容	我叫威尔森	ES9冬测视频回顾，ES8历史对比	http://weibo.com/1885898481/QxACGg29v		5280056063821525	命中	nature_ad_super_mid_1	122	2608812381	1302305683722469377	1	2026-09-08 10:55:18	2
55	兴趣层-KOL对比/评测内容	电车小55	ES9冬测常规操作对比评测	http://weibo.com/7937697205/QxzeKjpUf		5280002784627819	命中	nature_ad_super_mid_1	123	2608812381	1302305683722469377	2	2026-09-08 10:55:18	1
56	认知层-知识科普类	billy电车日记	新能源汽车底盘重要性科普	http://weibo.com/1793641272/QxrUCuBj6		5279721227293252	命中	nature_ad_super_mid_1	124	2608812381	1302305683722469377	1	2026-09-08 10:55:21	1
57	认知层-知识科普类	老霍-鑫能源	主动悬架技术积用科普	http://weibo.com/1847190253/Qxspw2qMT		5279740380579631	命中	nature_ad_super_mid_1	125	2608812381	1302305683722469377	1	2026-09-08 10:55:23	1
58	认知层-精美TVC	老霍-鑫能源	ES9首支官方视频，零下30度牙克石极限测试	http://weibo.com/1847190253/QxocNze3R		5279578738395535	命中	nature_ad_super_mid_1	126	2608812381	1302305683722469377	1	2026-09-08 10:55:26	1
59	兴趣层-KOL对比/评测内容	安迪大叔andylee	天行全主动悬架体验测评	http://weibo.com/5976309076/Qxqu97DUK		5279666371821730	命中	nature_ad_super_mid_1	127	2608812381	1302305683722469377	1	2026-09-08 10:55:29	1
60	兴趣层-KOL对比/评测内容	特来哥_謝老板	ES9后轮转向灵活度技术对比	http://weibo.com/7816096314/QxqIDpgzP		5279675356021925	命中	nature_ad_super_mid_1	128	2608812381	1302305683722469377	1	2026-09-08 10:55:32	1
61	兴趣层-KOL对比/评测内容	不严肃的克拉拉	全主动悬架领域中国品牌话语权分析	http://weibo.com/1792959812/Qxtjo06cI		5279775020023852	命中	nature_ad_super_mid_1	129	2608812381	1302305683722469377	1	2026-09-08 10:55:36	1
62	认知层-知识科普类	水水兄同学	全主动悬架技术原理科普（1-3Hz vs 4-8Hz）	http://weibo.com/2131105540/QxpGvwgyO		5279635597690158	命中	nature_ad_super_mid_1	130	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
63	认知层-生活记录情绪共鸣类	firefly萤火虫	泰国右舎版车型曼谷车展亮相	http://weibo.com/7954624470/QxBlPsPpp		5280084056870803	命中	nature_ad_super_mid_1	131	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
64	考虑层-优惠促销活动内容	说车的姚老板	蔚枆3月权益解析，最高甉7.2万	http://weibo.com/7512971643/QxjhkmB19		5279389345385515	命中	nature_ad_super_mid_1	132	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
65	认知层-功能解读类	AD我是牛梅梅	蔚来智慧安全周报，AEB识别长物体案例	http://weibo.com/8481589553/QxJ1UvTYr		5280379227603335	命中	nature_ad_super_mid_1	133	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
66	认知层-功能解读类	张抗抗KK	世界模型版本升级数据解读	http://weibo.com/1421019895/QxHwu0iSJ		5280321300072585	命中	nature_ad_super_mid_1	134	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
67	兴趣层-UGC种草内容	八戚说车vlog	ET9车主对新车发布的个人感受	http://weibo.com/5529527978/QxsaprpKm		5279731016533830	命中	nature_ad_super_mid_1	135	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
68	认知层-精美TVC	蔚来的杨波	蔚来ES9极寒测试名场面预告	http://weibo.com/1653368082/Qxo7cEICT		5279575269704667	命中	nature_ad_super_mid_1	136	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
69	认知层-精美TVC	李斑	李斑亲自参与ES9冬测剧透	http://weibo.com/1679013335/QxrkE8kaI		5279698921984168	命中	nature_ad_super_mid_1	137	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
70	认知层-功能解读类	-摩西0730	蔚来智能底盘技术积绵分析	http://weibo.com/6759945104/QxAeLs5eL		5280041236693319	命中	nature_ad_super_mid_1	138	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
71	考虑层-优惠促销活动内容	蔚来	ES9底盘话题转发抽奖活动	http://weibo.com/5675889356/Qxpti1SXc		5279627400449574	命中	nature_ad_super_mid_1	139	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
72	兴趣层-UGC种草内容	兄弟电动	蔚来ES9香槟塔话题调侣	http://weibo.com/7286408656/Qxo6pa8SK		5279574772417426	命中	nature_ad_super_mid_1	140	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
73	兴趣层-UGC种草内容	水水兄同学	主动悬挂产品香槟塔测试评论	http://weibo.com/2131105540/Qxo86yXJw		5279575828332770	命中	nature_ad_super_mid_1	141	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
74	兴趣层-KOL对比/评测内容	兄弟电动	ES9极寒测试视频信息量解读	http://weibo.com/7286408656/Qxo9NpGUd		5279576876123133	命中	nature_ad_super_mid_1	142	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
75	兴趣层-KOL对比/评测内容	吴颖碎碎念	ES9冬测细节解读，斤哥测试项目盘点	http://weibo.com/2689037485/QxoaYnNPY		5279577605673122	命中	nature_ad_super_mid_1	143	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
76	兴趣层-KOL对比/评测内容	酩知鱼	ES9无吸顶屏配置吐槽评测	http://weibo.com/6889102630/Qxobwf0zy		5279577943577124	命中	nature_ad_super_mid_1	144	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
77	兴趣层-KOL对比/评测内容	42号车库	ES9冬测预告片测试项目解读	http://weibo.com/1644027280/QxocOz3Q1		5279578748356237	命中	nature_ad_super_mid_1	145	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
78	兴趣层-KOL对比/评测内容	63充电中	ES9冬测视频VS ES8气场对比	http://weibo.com/3757301645/QxoerEJW4		5279579759709700	命中	nature_ad_super_mid_1	146	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
79	兴趣层-KOL对比/评测内容	电车领航员	ES9冬测细节解析	http://weibo.com/2133164263/QxopDtJdE		5279586697085338	命中	nature_ad_super_mid_1	147	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
80	兴趣层-KOL对比/评测内容	AlexCui聊车	ES9十年研发科技树解读，对比ET9	http://weibo.com/2633750580/QxouJD9e1		5279589859330257	命中	nature_ad_super_mid_1	148	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
81	兴趣层-KOL对比/评测内容	王卡卡Ken	ES9冬测吸引ES8车主换购分析	http://weibo.com/7212347968/QxozB4Cuv		5279592871101275	命中	nature_ad_super_mid_1	149	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
82	兴趣层-KOL对比/评测内容	Remi雷米侃电车	ES9冬测爆胎测试点评	http://weibo.com/6209465108/QxoT69mf0		5279604962230450	命中	nature_ad_super_mid_1	150	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
83	兴趣层-UGC种草内容	董买买	蔚来香槟塔话题调侣互动	http://weibo.com/5828016458/Qxp9Uxq5c		5279615387965090	命中	nature_ad_super_mid_1	151	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
84	兴趣层-KOL对比/评测内容	Remi雷米侃电车	ES9 vs 萤火虫窄路通过性对比	http://weibo.com/6209465108/QxpdasfyY		5279617406733012	命中	nature_ad_super_mid_1	152	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
85	兴趣层-KOL对比/评测内容	肥威	ES9简评配图分享	http://weibo.com/1778375693/QxowWt6cG		5279591226935362	命中	nature_ad_super_mid_1	153	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
86	兴趣层-UGC种草内容	董买买	ES9先导片斤哥亲驶体验分享	http://weibo.com/5828016458/Qxo6ysuMd		5279574866791493	命中	nature_ad_super_mid_1	154	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
87	兴趣层-UGC种草内容	伸手摘星star	生活手记，李斑亲测ES9记录	http://weibo.com/1227024614/QxoG1wFSR		5279596857787501	命中	nature_ad_super_mid_1	155	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
88	认知层-生活记录情绪共鸣类	萤火虫麦靠谱	成都COSMO千禧闪回派对生活记录	http://weibo.com/7232879434/Qx7orv63y		5278932477411452	命中	nature_ad_super_mid_1	156	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
89	认知层-精美TVC	蔚来	ES9极寒测试名场面官方发布	http://weibo.com/5675889356/Qxo04ocf7		5279570845766937	命中	nature_ad_super_mid_1	157	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
90	兴趣层-UGC种草内容	栗子要发光	千禧漫波特别版打卡体验	http://weibo.com/5681294077/Qx5Wgn5XY		5278876565504482	命中	nature_ad_super_mid_1	158	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
91	兴趣层-UGC种草内容	栗子要发光	千禧漫波特别版探店打卡	http://weibo.com/5681294077/QwYypcetX		5278592692915609	命中	nature_ad_super_mid_1	159	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
92	兴趣层-UGC种草内容	栗子要发光	千禧漫波特别版体验分享	http://weibo.com/5681294077/QwWvuoVh7		5278514005940041	命中	nature_ad_super_mid_1	160	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
93	兴趣层-UGC种草内容	栗子要发光	热雪疾光涂装探店打卡	http://weibo.com/5681294077/QwDBPeuLi		5277787573454844	命中	nature_ad_super_mid_1	161	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
94	认知层-生活记录情绪共鸣类	兄弟电动	ET9地平线特别版新配色发布	http://weibo.com/7286408656/QwWl1AkNA		5278507518659762	命中	nature_ad_super_mid_1	162	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
95	考虑层-优惠促销活动内容	小吕斯基	ET9地平线特别版上市，售价81.8万起	http://weibo.com/2980535577/Qx0Q22Ot4		5278680500670658	命中	nature_ad_super_mid_1	163	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
96	兴趣层-UGC种草内容	鱼老斯Leetime	ET9地平线拼色个人赏析	http://weibo.com/3099488525/Qx0TGwg5w		5278682767688342	命中	nature_ad_super_mid_1	164	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
97	认知层-生活记录情绪共鸣类	firefly萤火虫	千禧漫波特别版限量发售信息	http://weibo.com/7954624470/QwWv5nroD		5278513755586859	命中	nature_ad_super_mid_1	165	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
98	兴趣层-UGC种草内容	邹总买电车啦	ET9安全性个人观点分享	http://weibo.com/5885422393/QwZP9bFsy		5278641512780982	命中	nature_ad_super_mid_1	166	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
99	兴趣层-KOL对比/评测内容	八戚说车vlog	ET9地平线特别版上市实车评测	http://weibo.com/5529527978/QwXLea9YS		5278562202421650	命中	nature_ad_super_mid_1	167	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
100	兴趣层-UGC种草内容	野生11	ET9地平线特别版车主视角体验	http://weibo.com/1801122223/QwZfus77W		5278619406700584	命中	nature_ad_super_mid_1	168	2608812381	1302305683722469377	0	2023-01-01 00:00:01	1
